"Notice ID","Title","Description","Current Response Date","Last Modified Date","Last Published Date","Contract Opportunity Type","POC Information","Active/Inactive","Awardee","Contract Award Number","Contract Award Date","NAICS","PSC","Modification Number","Set Aside"
"RFI-620-24-0001","RFI-620-24-0001 Request for Information (RFI)- USAID/Nigeria Industry Day","USAID/Nigeria intends to host an Industry Day in Abuja to extend invitations and gather information from various Local Nigerian organizations operating within the country's diverse development sectors, with a specific emphasis on the technical areas outlined in the attached RFI.","Oct 20, 2023 05:00 PM EDT","Oct 11, 2023","Oct 11, 2023","Sources Sought","Maryann Asielue | Maria Hassan","Active","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"RFI-613-23-000001","RFI-613-23-000001 - USAID Zimbabwe Private Sector Collaboration Pathways","This USAID/Zimbabwe Request for Information (RFI) is issued for the purpose of providing industry and stakeholders an opportunity to comment on and suggest areas related to a potential new activity in support of identifying private sector collaboration pathways in Zimbabwe. As appropriate, USAID/Zimbabwe will incorporate responses to this RFI into the development of future activity designs that may lead to a formal solicitation or announcement; however, USAID/Zimbabwe is not obligated to do so. This RFI is published in accordance with Federal Acquisition Regulation (FAR) Part 10 and FAR 15.201(e). This information will be used to help make planning decisions and influence activity design to improve future development outcomes. Background The United States Agency for International Development (USAID) acknowledges that the private sector is an engine for growth, creating nine out of ten jobs in the developing world. As a result, the Agency intends to identify a shared vision of what can be achieved together with private sector partners to build a partnership that taps into our respective strengths, including addressing many of the obstacles that businesses face – from supply chain stability to community investment and workforce development. Therefore, USAID is implementing a private sector collaboration pathway that will use business models and market forces to address development and humanitarian challenges more sustainably and/or at scale that will enable low-income people, including smallholder farmers in the agroecological region IV and V, and vulnerable communities around protected areas within the USAID/Zimbabwe’s Resilience Focus Zone (see attached concept notes), to have access to improved quality products and services that they can afford. If this market-based solution becomes commercially viable, the private sector will have a financial incentive to continue to operate it at scale without further U.S. government support. The end goal will be that this partnership will empower the private sector partners to attain their core business interests while USAID achieves its development objectives.","Aug 28, 2023 05:00 PM CEST","Oct 11, 2023","Oct 11, 2023","Presolicitation","Relax Moyo | Solomon Chang","Active","N/A","N/A","N/A","N/A","OTHER PROFESSIONAL SERVICES","N/A","N/A"
"24R00001","USPSC Senior Development Outreach and Communication Specialist, GS-14, 72030624R00001","Dear Prospective Offerors: The United States Government, represented by the U.S. Agency for International Development (USAID), is seeking offers from qualified persons to provide personal services under contract as described in this solicitation. Offers must be in accordance with Attachment 1 of this solicitation.  Incomplete or unsigned offers will not be considered. Offerors should retain copies of all offer materials for their records. USAID will evaluate all offerors based on the stated evaluation criteria.  USAID encourages all individuals, including those from disadvantaged and under-represented groups, to respond to the solicitation. This solicitation in no way obligates USAID to award a PSC contract, nor does it commit USAID to pay any cost incurred in the preparation and submission of the offers. Any questions must be directed in writing to the Point of Contact specified in the Attached 1. Sincerely, Julie Lamadrid Contracting Officer","Nov 09, 2023 04:30 PM EST","Oct 11, 2023","Oct 11, 2023","Combined Synopsis/Solicitation","Kabul Aid HR","Active","N/A","N/A","N/A","All Other Personal Services","SUPPORT- PROFESSIONAL: PERSONAL SERVICES CONTRACTS","N/A","N/A"
"57-36027-23-FS","U.S. Department of Agriculture Seeks to Lease Office and Related Space in Millbrook, NY","U.S. GOVERNMENT Department of Agriculture (USDA) seeks to lease the following space: Solicitation 57- 36027-23-FS City, State Millbrook, NY Area Of Consideration N: Hwy 199 to Winchell Mtn Rd E: Hwy 44 to Hwy 343 (Hwy 22)             S: Hwy 343 to Hwy 82 to Hwy 44 to Hwy 72 to Hwy 115 to Hwy 41                      W: State Rt 9                        Space Type(s) Office Minimum Sq. Ft. (ABOA) 1840 Maximum Sq. Ft. (ABOA) 1932 Maximum Sq. Ft. (RSF) 2208 Reserved Parking Spaces for Government Vehicles 3 Reserved Parking Spaces for Visitors 6 Unreserved Parking Spaces for Employees 5 at no additional cost to govt. Within 1/4th mile Initial Full Term Up to 20 years (240 months) Initial Firm Term up to 10 years (120 months)  Termination Rights 120 Days’ notice, in whole or in part Option Term N/A Additional Requirements Pull-thru Vehicle Parking required Entities are advised to familiarize themselves with the telecommunications prohibitions outlined under Section 889 of the FY19 National Defense Authorization Act (NDAA), as implemented by the Federal Acquisition Regulation (FAR).).  For more information, visit: https://acquisition.gov/FAR-Case-2019-009/889_Part_B. ************************************************************************************************ Expressions of Interest Due: 11/1/2023 Market Survey (Estimated): 11/14/2023 Occupancy (Estimated): Upon acceptance of space Note:   Entities not currently registered in the System for Award Management (SAM) at SAM.gov, are advised to start the registration process as soon as possible if intending to submit an offer for possible lease award. Expressions of Interest shall include the following: 1.     If existing building, building name and address, and location of the available space within the Building, along with building site/ lot plans, interior layout drawings/pictures (with dimensions shown) reflecting the Space that is being offered. 2.     If new construction, site/aerial plans or building site/lot plans showing the location of the proposal land, along with the parcel number (if part of multiple parcels, all parcel numbers associated with the proposed land).  Adjacent streets showing proposed ingress/egress shall be shown on the plans. 3.     Rentable square feet (RSF) and ANSI/BOMA office area (ABOA) square feet to be offered. 4.     Date of space availability. 5.     If offeror is not the owner of the building, an authorization letter signed by owner to represent owner for property will be required. * 6.     Amount of/type of parking available on-site.  7.    Photos of the space or site being submitted, or permission for Market Survey participants to photograph the space or site. 8.    For existing buildings, provide information on condition of building systems, roof, foundation, and current floor plan.  Alternatively, provide a copy of a recent commercial building inspection or appraisal. 9.    Confirmation that offered space meets or will be made to meet Architectural Barriers Act Accessibility Standards (ABAAS). 10.  Confirmation that offered space meets or will be made to meet Fire Protection & Life Safety Requirements. * As mentioned in #5 above, any submission received without written authorization to represent owner(s) will not be considered until such time the documentation has been received.  In cases where an agent is representing multiple entities, written acknowledgement/permission from each entity to represent multiple interest parties for the same submission must be submitted prior to the Expressions of Interest due date. Send Expressions of Interest to: Name/Title: E. Shawn Hayes – Realty Specialist Email Address: eulando.hayes@usda.gov Name/Title: Iris Bates – Lease Contracting Officer Email Address: Iris.Bates@usda.gov Government Contact Information Name/Title: E. Shawn Hayes – Realty Specialist Email Address: eulando.hayes@usda.gov Phone Number: (678) 202-9265 Name/Title: Iris Bates – Lease Contracting Officer Email Address: Iris.Bates@usda.gov Phone Number: (202) 720-3418","Nov 01, 2023 04:30 PM EDT","Oct 10, 2023","Oct 10, 2023","Presolicitation","E. Shawn Hayes | Iris Bates","Active","N/A","N/A","N/A","Lessors of Nonresidential Buildings (except Miniwarehouses)","LEASE/RENTAL OF OFFICE BUILDINGS","N/A","N/A"
"1282B124Q0003","Strawberry Ridge Vegetation Project NEPA","Attached are maps for current IDIQ holders for Region 4 NEPA IDIQ/MATOC. Terms and conditions of the contractor's schedule will be incorporated into the task order. RESPONSES BY CONTRACTORS OUTSIDE THESE SCHEDULE HOLDERS WILL NOT BE ACCEPTED OR EVALUATED. Due to the file size, maps are is being posted to sam.gov. Only schedule holders have received the subject solicitation. The solicitation will not be distributed to contractors outside of this group of contractors. ","Nov 13, 2023 01:00 PM CST","Oct 10, 2023","Oct 10, 2023","Special Notice","JESSICA LYN H. RASMUSSEN","Active","N/A","N/A","N/A","Environmental Consulting Services","NATURAL RESOURCE STUDIES","N/A","Total Small Business Set-Aside (FAR 19.5)"
"1282B124T0001","Disaster Relief West Fork Beaver Creek Trail","The scope of this project is to reconstruct two sections totaling approximately 560 feet of 72” wide, full bench stock trail and 9,000 of 36” wide trail restoration to access the site. Reconstruction is within extremely steep slopes, loose soils, extensive rock, eroding rock cliffs, outcroppings, and bedrock. This work is related to the flood event of June 2022. The project is located in wilderness. Work included repeated, extensive surface and subsurface blasting to establish a 72” full bench trail and remove excess material from the backslope and hillside above the trail. Use of jack hammers, rock bars and picks will be necessary as well.","Nov 10, 2023 12:00 PM EST","Oct 10, 2023","Oct 10, 2023","Presolicitation","Matthew Sutton","Active","N/A","N/A","N/A","Support Activities for Forestry","NATURAL RESOURCES/CONSERVATION- LAND TREATMENT PRACTICES","N/A","Total Small Business Set-Aside (FAR 19.5)"
"72067424RFI00001","EMPOWER NIGERIA - REQUEST FOR INFORMATION (RFI) No. 72067424RFI00001","Empower Nigeria - Program Information Development Problem: Over 200 million people live in Nigeria and its population is projected to be the third most populous country in the world by 2050. The World Bank indicates that 85 million Nigerians (43 percent of the population) don’t have access to electricity, making Nigeria the country with the largest electricity access deficit in sub-Saharan Africa. Even for those that have access to electricity, the reliability and quality of supply is low, resulting in an estimated economic loss of $26 billion annually according to the World Bank[1]. To help address the low level of reliability and quality of supply, businesses and residents have invested in a range of small to medium scale fossil fuel generators with a combined capacity that dwarfs the country’s installed on-grid generation capacity[2]. This self generation with fossil fuel has increased greenhouse gas emissions and resulted in a higher cost of electricity. While efforts have been made to increase access through several initiatives, programs, and the promotion of clean technologies, the triple challenge of providing reliable and high quality electricity supply, reducing greenhouse gas emissions, and providing affordable electricity supply to consumers, still persist. These challenges have constrained sustainable development of the country affecting critical sectors of the economy: industrialization, health care, education, agriculture/food security, and economic opportunities. Purpose of Program: The purpose of the Empower Nigeria program is to increase the availability of and access to affordable, reliable, sustainable and modern[3] electricity services in Nigeria. This program will connect more Nigerian homes, businesses, and institutions to electricity on the grid and beyond the grid; reduce greenhouse gas emissions from the energy sector by supporting cleaner electricity generation delivered by the grid and accelerating distributed renewable energy (DRE); and, working in partnership with the Government of Nigeria and other institutions to improve the enabling environment for energy sector investment (including climate finance) and innovation. More concretely, Empower Nigeria will seek  to advance the following objectives in Nigeria: Ongrid Sector: To Improve the financial sustainability and flow of energy through the national electricity grid through targeted interventions in the distribution sector and to a secondary degree transmission systems to achieve the following end-state: The majority of Nigerian distribution companies achieve positive cash flows, due to a combination of increasing residential, commercial and industrial sales of energy (MWh), declining ATC&C losses and other turnaround efforts; The Nigerian grid’s peak load regularly exceeds 7,000 MW; 500 MW of grid scale-connected solar reaches financial close (distribution/transmission level including embedded generation); and Discos expand use of demand side management. Given the binding constraint presented by the distribution sector’s insolvency and limited capacity, as well as the transmission sector’s capacity constraints, USAID/Power Africa envisages that Empower Nigeria’s on-grid interventions will focus initially on distribution and transmission, with generation interventions occurring more opportunistically in response to demand shifts. Off-grid: The off-grid sector expands and matures, particularly in peri-urban, rural zones and other areas with limited access to the national grid. Success over the life of the program would be the achievement of the following end-state: 500 mini-grids are commissioned and operating profitably; 2 million off-grid connections established; Increased usage of off-grid systems for productive use; Off-grid companies achieve profitability despite declining subsidies; and Increased availability of international/domestic equity and domestic bank financing for off-grid companies. See full Program Description in RFI Attachment.","Nov 07, 2023 05:00 PM EST","Oct 10, 2023","Oct 10, 2023","Presolicitation","Rachel Modise | Power Africa","Active","N/A","N/A","N/A","Administrative Management and General Management Consulting Services","OTHER PROFESSIONAL SERVICES","N/A","N/A"
"12305B24Q0001","OPERATIONS/MAINTENANCE SUPERINTENDENT & OPERATORS FOR BARC’S WATER AND WASTEWATER SYSTEMS","Solicitation Number: 12305B24Q0001 This is a combined synopsis/solicitation for commercial items prepared in accordance with the format in FAR Subpart 12.6, and is being conducted according to FAR Part 13, Simplified Acquisition Procedures. This announcement constitutes the only solicitation; quotes are being requested and a written solicitation will not be issued. The United States Department of Agriculture (USDA), Agricultural Research Service (ARS) Northeast Area (NEA) issues this Request for Quotes (RFQ) and incorporates provisions and clauses that are in effect through FAC 2023-05. The North American Industry Classification System (NAICS) code is 221320 - Sewage Treatment Facilities Services; small business size standard is $31.0 Mill. Project Summary: The objective of this SOW is to provide support, supervision, operations, maintenance, operations management, to USDA ARS Beltsville Agricultural Research Center (BARC) and direct responsibility of BARC’s Water Wells, Raw Water System, Water Treatment Plant, Water Distribution System, Wastewater Collection System and two Wastewater Treatment Plants. DELIVERY TO: USDA AGRICULTURAL RESEARCH SERVICE BELTSVILLE AREA BELTSVILLE, MARYLAND IMPORTANT NOTICE: All contractors submitting bids, proposals, or quotes on USDA solicitations must be registered in the System for Award Management (SAM) database. Failure to register in the SAM database will make an Offeror ineligible for award.  The SAM website can be accessed at www.sam.gov/portal/SAM The Government intends to post all notices/amendments related to this solicitation on SAM Contract Opportunity. Any additional amendments and/or documents related to this procurement will be available electronically only. Potential Quoters will be responsible for downloading their own copy of those documents related to this procurement, if any. Offerors are encouraged to check the SAM web site frequently in order to be notified of any changes to this solicitation. Interested vendors should reference the solicitation documents for all terms and conditions, evaluation factors and submission requirements.  The Government intends to award a Firm fixed-price contract. SELECTION PROCESS: Pending availability of funding, the basis for any potential award is BE MOST ADVANTAGEOUS TO THE GOVERNMENT, PRICE AND OTHER FACTORS CONSIDERED. Only one award will be made under this solicitation based on availability of funding. In order to be considered for award OFFERORS SHALL SUBMIT THE FOLLOWING: Submit documentation showing technical capability to meet or exceed Performance Elements and Benchmarks in the SOW. Submit Firm Fixed Price quotation (Quote SF 1449 and company letterhead) detailing the description, total price and valid for at least 60 days after receipt of quote. Delivered FOB Destination inclusive of all costs. Submit DUNS and UEI# with quotation. Submit two separate Past Performance References with contact information for recent contracts of similar scope to this requirement. A completed copy of the provisions FAR 52-212.3, OFFEROR REPRESENTATIONS AND CERTIFICATIONS-COMMERCIAL ITEMS. REJECTION OF QUOTATION: Failure to demonstrate compliance will be cause to reject the quote without further discussions. All responsible sources may submit an offer which will be considered. All questions regarding this announcement must be submitted in writing to the Contracting Officer, via email to Mark.Volk@usda.gov.  Telephone requests for information will not be accepted or returned. A Pre-bid meeting has been scheduled for 9AM ET Friday October 13th @ building 426 Conference room, 426 Powdermill Rd Beltsville MD Bidders questions are due by Monday 10/16/2023 @ 11AM ET Furnish Quotes by email to Mark O. Volk, Contracting Officer, USDA, ARS, NEA, Contracting Office, no later than 3:00 p.m. EST, October 20, 2023. DISCUSSIONS: The Government intends to award without discussions, but reserves the right to conduct discussions should it be deemed in the Government's best interest. Biobased Products:  This procurement requires the use of Biobased products to the extent that such products are reasonably available, meet agency or relevant industry performance standards, and are reasonably priced.  The products should first be acquired from the USDA designated product categories.  All supplies and materials shall be of a type and quantity that conform to applicable Federal specifications and standards, and to the extent feasible and reasonable, include the exclusive use of biobased and recycled products.  Please visit www.biopreferred.gov for more information on the USDA Biobased Program and to reference the catalog of mandatory biobased products.","Oct 20, 2023 03:00 PM EDT","Oct 10, 2023","Oct 10, 2023","Solicitation","Mark O. Volk | Dilynn Rogers","Active","N/A","N/A","N/A","Sewage Treatment Facilities","MAINTENANCE OF LABORATORIES AND CLINICS","N/A","Total Small Business Set-Aside (FAR 19.5)"
"57-51197-23-FA","U.S. Dept of Agriculture seeks to lease office in Wytheville VA","Department of Agriculture (USDA) seeks to lease the following space: State: VA City: Wytheville Delineated Area: Wytheville City Limit Minimum Sq. Ft. (ABOA): 6,244 Maximum Sq. Ft. (ABOA): 6,556 Maximum Sq. Ft. (RSF) 7,493 Space Type: Office Reserved Parking Spaces (Total):6 Non-Reserved Parking Spaces (Total):38 Full Term: Up to 20yrs Firm Term: 5yrs Offered space must meet Government requirements for fire safety, accessibility, seismic, andsustainability standards per the terms of the Lease. A fully serviced lease is required. Offered spaceshall not be in the 100year flood plain. Entities are advised to familiarize themselves with the telecommunications prohibitions outlined under Section 889 of the FY19 National Defense Authorization Act (NDAA), as implemented by the Federal Acquisition Regulation (FAR).). For more information, visit: https://acquisition.gov/FARCase-2019-009/889_Part_B. The U.S. Government currently occupies office and related space in a building under a lease in Wytheville VA, that will be expiring. The Government is considering alternative space if economically advantageous. In making this determination, the Government will consider, among other things, the availability of alternative space that potentially can satisfy the Government’s requirements, as well as costs likely to be incurred through relocating, such as physical move costs, replication of tenant improvements and telecommunication infrastructure, and non-productive agency downtime. Expressions of Interest Due: 10/24/2023 Market Survey (Estimated): TBD Occupancy (Estimated): TBD Note: Entities not currently registered in the System for Award Management (SAM) at SAM.gov, are advised to start the registration process as soon as possible if intending to submit an offer for possible lease award. Expressions of Interest shall include the following: 1. If existing building, building name and address, and location of the available space within the Building, along with building site/ lot plans, interior layout drawings/pictures (with dimensions shown) reflecting the Space that is being offered. 2. If new construction, site/aerial plans or building site/lot plans showing the location of the proposal land, along with the parcel number (if part of multiple parcels, all parcel numbers associated with the proposed land). Adjacent streets showing proposed ingress/egress shall be shown on the plans. 3. Rentable square feet (RSF) and ANSI/BOMA office area (ABOA) square feet to be offered. 4. Date of space availability. 5. If offeror is not the owner of the building, an authorization letter signed by owner to represent owner for property will be required*. 6. Amount of/type of parking available on-site. 7. Photos of the space or site being submitted, or permission for Market Survey participants to photograph the space or site. 8. For existing buildings, provide information on condition of building systems, roof, foundation, and current floor plan. Alternatively, provide a copy of a recent commercial building inspection or appraisal. * As mentioned in #5 above, any submission received without written authorization to represent owner(s) will not be considered until such time the documentation has been received. In cases where an agent is representing multiple entities, written acknowledgement/permission from each entity to represent multiple interest parties for the same submission must be submitted prior to the Expressions of Interest due date. Send Expressions of Interest to: Name/Title: Hoseah Njuguna; Lease Contracting Officer Email Address: Hoseah.njuguna@usda.gov Email Address: leibnitz.watts@usda.gov Government Contact Information Lease Contracting Officer: Hoseah Njuguna; hoseah.njuguna@usda.gov Leasing Specialist: Leibnitz Watts; Leibnitz.watts@usda.gov","Oct 24, 2023 05:00 PM EDT","Oct 10, 2023","Oct 10, 2023","Presolicitation","Leibnitz Watts | Hoseah Njuguna","Active","N/A","N/A","N/A","Lessors of Nonresidential Buildings (except Miniwarehouses)","LEASE/RENTAL OF OFFICE BUILDINGS","N/A","N/A"
"08-008","Gainesville FL - 2 Year Extension","See redacted JOFOC for full details of the 2-year lease extension that was awarded to allow the Gov't time to work on the long-term lease plan and to keep this lease from going into Holdover. ","N/A","Oct 10, 2023","Oct 10, 2023","Justification","Angela Drudik","Active","N/A","08-008","Sep 27, 2023","N/A","LEASE/RENTAL OF OFFICE BUILDINGS","N/A","N/A"
"12-3J14-24-B-0002","CCC Canned Vegetables Products, Replenishshipment buy for use in Domestic Food Assistance Programs.","USDA’s Agricultural Marketing Service (AMS)-Commodity Procurement Program (CPP) intends to issue a solicitation for procurement of the products listed in the attached solicitation for domestic food assistance programs. Deliveries are to various locations in the United States on an FOB origin basis (see solicitation). The solicitation may include various small business set-asides pursuant to the Small Business Act (15 U.S.C. 631, et seq.). This may include partial or total small business set-asides, service-disabled veteran-owned (SDVO) set-asides, quantities reserved for 8(a) and AbilityOne firms, and price evaluation preferences for qualified HUBZone small businesses. The solicitation is expected to be available on or after today and will be available electronically through USDA Web Based Supply Chain Management (WBSCM) located at  https://portal.wbscm.usda.gov/publicprocurement and through a link to the aforementioned website in the documents attached to the solicitation notice on Contract Opportunities website. A hard copy of the solicitation will not be available for the acquisition. All future information regarding this acquisition, including solicitation amendments and award notices, will be published through WBSCM and Contract Opportunities website (https://sam.gov). Interested parties shall be responsible for ensuring that they have the most up-to-date information about this acquisition.  The anticipated date of receipt for offers is listed above under “General Information.” The contract type will be firm-fixed-price. Pursuant to Agricultural Acquisition Regulation (AGAR), 470-103(b), commodities and the products of agricultural commodities acquired under this contract must be a product of the United States and shall be considered to be such a product if it is grown, processed, and otherwise prepared for sale or distribution exclusively in the United States. Packaging and container components under this acquisition will be the only portion subject to the World Trade Organization Government Procurement Agreement (WTO) (GPA), and Free Trade Agreements (FTA), as addressed by Federal Acquisition Regulation (FAR), clause 52.225-5. Complete details of the commodity and packaging requirements are available through the attached documents. AMS’s solicitation (when published) will specify the pack, sizes, quantities, and required delivery schedules. To be eligible to submit offers, potential contractors must meet the AMS vendor qualification requirements established in accordance with FAR Subpart 9.2. The AMS main contacts for vendor qualification requirements are Andrea Lang, who can be reached at (202) 720-4237 and Diana Dau David who can be reached at (202)-378-1075, or by email at newvendor@usda.gov . Details of these requirements and contact information are available online at: http://www.ams.usda.gov/selling-food.  Once qualification requirements have been met, access to WBSCM will be provided. Bids, modifications, withdrawals of bids, and price adjustments shall be submitted using this system. Submission of the above by any means other than WBSCM will be determined nonresponsive. The attached solicitation should be read in conjunction with contract terms and conditions contained in the Master Solicitation for Commodity Procurements – Domestic Programs (MSCP-D) available on the AMS website at https://www.ams.usda.gov/selling-food/solicitations. Commodity specifications documents are referenced in the solicitation and can be accessed online at https://www.ams.usda.gov/selling-food/product-specs.","Oct 20, 2023 03:00 PM CDT","Oct 10, 2023","Oct 10, 2023","Solicitation","Kelli Dawkins | Valerie Dinkel","Active","N/A","N/A","N/A","Fruit and Vegetable Canning","BAKERY AND CEREAL PRODUCTS","N/A","N/A"
"1204H110L1608","Joseph OR - 2 Year Extension","See redacted JOFOC for full details of the 2-year lease extension that was awarded to allow the Gov't time to work on the long-term lease plan and to keep this lease from going into Holdover. ","N/A","Oct 10, 2023","Oct 10, 2023","Justification","Angela Drudik","Active","N/A","1204H110L1608","Sep 27, 2023","N/A","LEASE/RENTAL OF OFFICE BUILDINGS","N/A","N/A"
"12-3J14-24-B-0001","CCC Purchase Canned Vegetable Products (Garbonzo Beans)for use in Domestic Food Assistance Programs.","USDA’s Agricultural Marketing Service (AMS)-Commodity Procurement Program (CPP) intends to issue a solicitation for procurement of the products listed in the attached solicitation for domestic food assistance programs. Deliveries are to various locations in the United States on an FOB origin basis (see solicitation). The solicitation may include various small business set-asides pursuant to the Small Business Act (15 U.S.C. 631, et seq.). This may include partial or total small business set-asides, service-disabled veteran-owned (SDVO) set-asides, quantities reserved for 8(a) and AbilityOne firms, and price evaluation preferences for qualified HUBZone small businesses. The solicitation is expected to be available on or after today and will be available electronically through USDA Web Based Supply Chain Management (WBSCM) located at  https://portal.wbscm.usda.gov/publicprocurement and through a link to the aforementioned website in the documents attached to the solicitation notice on Contract Opportunities website. A hard copy of the solicitation will not be available for the acquisition. All future information regarding this acquisition, including solicitation amendments and award notices, will be published through WBSCM and Contract Opportunities website (https://sam.gov). Interested parties shall be responsible for ensuring that they have the most up-to-date information about this acquisition.  The anticipated date of receipt for offers is listed above under “General Information.” The contract type will be firm-fixed-price. Pursuant to Agricultural Acquisition Regulation (AGAR), 470-103(b), commodities and the products of agricultural commodities acquired under this contract must be a product of the United States and shall be considered to be such a product if it is grown, processed, and otherwise prepared for sale or distribution exclusively in the United States. Packaging and container components under this acquisition will be the only portion subject to the World Trade Organization Government Procurement Agreement (WTO) (GPA), and Free Trade Agreements (FTA), as addressed by Federal Acquisition Regulation (FAR), clause 52.225-5. Complete details of the commodity and packaging requirements are available through the attached documents. AMS’s solicitation (when published) will specify the pack, sizes, quantities, and required delivery schedules. To be eligible to submit offers, potential contractors must meet the AMS vendor qualification requirements established in accordance with FAR Subpart 9.2. The AMS main contacts for vendor qualification requirements are Andrea Lang, who can be reached at (202) 720-4237 and Diana Dau David who can be reached at (202)-378-1075, or by email at newvendor@usda.gov . Details of these requirements and contact information are available online at: http://www.ams.usda.gov/selling-food.  Once qualification requirements have been met, access to WBSCM will be provided. Bids, modifications, withdrawals of bids, and price adjustments shall be submitted using this system. Submission of the above by any means other than WBSCM will be determined nonresponsive. The attached solicitation should be read in conjunction with contract terms and conditions contained in the Master Solicitation for Commodity Procurements – Domestic Programs (MSCP-D) available on the AMS website at https://www.ams.usda.gov/selling-food/solicitations. Commodity specifications documents are referenced in the solicitation and can be accessed online at https://www.ams.usda.gov/selling-food/product-specs.","Oct 20, 2023 03:00 PM CDT","Oct 10, 2023","Oct 10, 2023","Solicitation","Kelli Dawkins | Valerie Dinkel","Active","N/A","N/A","N/A","Fruit and Vegetable Canning","BAKERY AND CEREAL PRODUCTS","N/A","N/A"
"72062124R00001","Deputy Development Outreach and Communications (DOC) Advisor","Offerors must be Resident U.S. Citizens, including but not limited to, Eligible Family Members (EFMs). Please note that as this is a resident (local) hire USPSC position, offerors must be U.S. citizen or permanent resident/registered alien (green card holder) who are currently resident in Tanzania and have a valid work permit and exemption certificate; or demonstrate an ability to obtain these requisite documents at the time the contractual agreement is signed. USAID/Tanzania will not be responsible for obtaining work permits and exemption certificates. In this case, USAID/Tanzania will provide all the necessary documentation to obtain the permits and certificates and there would not be any costs, but it is up to the local hire resident to obtain these documents, including costs for traveling to Dodoma where the Work Permit is issued. The Deputy Development Outreach and Communications (DOC) Advisor position produces and disseminates public information about USAID’s activities to raise awareness and understanding of USAID programs among target audiences in Tanzania and the United States. The incumbent ensures that the mission sends out a clear, coordinated message in support of USAID/Tanzania’s programs and objectives, and is mindful to ensure consistent inclusion that all USAID-funded projects are paid for by U.S. taxpayer money and, as such, are “from the American people”. The incumbent is responsible for assisting with the development and implementation of a strategic communications strategy that increases visibility of U.S. foreign assistance to Tanzania. Located within the USAID/Tanzania Program Office, the Deputy DOC Advisor reports directly to the Senior DOC Advisor and serves as his/her deputy fully backstopping the position as Senior DOC, as necessary. The work requires close collaboration with the USAID Mission Director, Deputy Mission Director(s), Program Office, USAID/Tanzania Technical and Support offices, USAID/Washington, the U.S. Mission Tanzania leadership and Embassy Public Affairs Section (PAS), CDC, and PEPFAR and other U.S. agencies, offices, and initiatives in Tanzania. The USAID/Washington-based offices requiring contact and coordination include the Africa Bureau, Bureau for Legislative and Public Affairs (LPA), Global Health, Bureau for Food Security, and Power Africa.","Oct 24, 2023 05:00 PM AST","Oct 10, 2023","Oct 10, 2023","Solicitation","Hussein I. Tuwa","Active","N/A","N/A","N/A","All Other Personal Services","SUPPORT- PROFESSIONAL: PERSONAL SERVICES CONTRACTS","N/A","N/A"
"1240LU23C0036","GAOA Kootenai Boat Dock Replacement","The award was made to the low priced offeror.","N/A","Oct 9, 2023","Oct 9, 2023","Award Notice","Wes Dudley, Contracting Officer | Jose Gutierrez, Contracts Specialist","Active","365 TECH HUB LLC UEI: NKPLPT81NHY5 40700 MD USA","1240LU23C0036","Sep 29, 2023","Other Heavy and Civil Engineering Construction","CONSTRUCTION OF OTHER NON-BUILDING FACILITIES","N/A","Total Small Business Set-Aside (FAR 19.5)"
"72036724R00001","Feed the Future Nepal USAID Agricultural Transformation","Dear Prospective Offerors: The United States Government, represented by the U.S Agency for International Development (USAID) to Nepal, intends to release a solicitation for Feed the Future Nepal USAID Agricultural Transformation, as further detailed below. The purpose of this pre-solicitation notice is to provide information regarding the anticipated Feed the Future Nepal USAID Agricultural Transformation through a synopsis per FAR 5.2. The purpose of Feed the Future Nepal USAID Agricultural Transformation is to catalyze the transformation of Nepal’s agricultural sector required for inclusive economic growth. The widely-recognized process of agricultural transformation is characterized by the transition from subsistence farming to diversified, commercial farming and to increased off-farm employment and income generation driven by agricultural growth. It is brought about through targeted efforts to rapidly enhance farm productivity, add value, and increase market competitiveness, harnessing agriculture as an engine of growth for the broader economy. The Activity builds on the past success of USAID Nepal’s Feed the Future (FTF) program by strengthening the market systems of strategic value chains, and by aligning agricultural development with efforts to promote food security, improve  nutrition, and build the resilience of rural farming communities, especially to risks posed by climate change. The applicable NAICS Code is: 541690, Other Scientific and Technical Consulting Services The solicitation is anticipated to be released on/about October 23, 2023 and will be made available electronically on www.sam.gov. All responsible offerors will be invited to submit a proposal. Offerors are encouraged to check https://www.sam.gov regularly to obtain additional information on this requirement. Except for the information provided herein, no additional information regarding this planned RFP is available at this time. This notice does not obligate USAID to release a solicitation or award a contract nor does it commit the Government to pay for costs incurred in the preparation and submission of a proposal. In addition, final award(s) cannot be made until funds have been fully appropriated, allocated, and committed and internal USAID procedures have been completed. This notice satisfies the synopsis requirement in FAR 5.2 and is NOT an Invitation for Bid (IFB) or a Request for Proposals (RFP).","Oct 22, 2023 12:00 PM EDT","Oct 7, 2023","Oct 7, 2023","Presolicitation","Nalinee Wichetthumsak | Robyn Bertholon","Active","N/A","N/A","N/A","Other Scientific and Technical Consulting Services","OTHER PROFESSIONAL SERVICES","N/A","N/A"
